code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
DDD,2013J,592206,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,180,N,Pass
DDD,2013J,592214,F,London Region,A Level or Equivalent,20-Oct,0-35,1,120,N,Withdrawn
DDD,2013J,592218,M,Scotland,HE Qualification,90-100%,0-35,1,120,N,Fail
DDD,2013J,592220,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
DDD,2013J,592221,F,South West Region,Lower Than A Level,60-70%,0-35,1,120,N,Withdrawn
DDD,2013J,592233,M,North Western Region,HE Qualification,60-70%,0-35,1,60,N,Withdrawn
DDD,2013J,592245,M,South West Region,HE Qualification,60-70%,35-55,1,120,N,Withdrawn
DDD,2013J,592248,M,Scotland,A Level or Equivalent,0-10%,0-35,1,60,Y,Withdrawn
DDD,2013J,592250,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
DDD,2013J,592252,F,South West Region,Lower Than A Level,20-Oct,0-35,0,90,N,Withdrawn
DDD,2013J,592256,F,North Region,A Level or Equivalent,20-Oct,0-35,1,60,N,Withdrawn
DDD,2013J,592258,M,South East Region,Lower Than A Level,20-Oct,0-35,0,120,N,Withdrawn
DDD,2013J,592259,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
DDD,2013J,592262,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
DDD,2013J,592272,M,South East Region,A Level or Equivalent,50-60%,0-35,1,60,Y,Withdrawn
DDD,2013J,592284,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,180,Y,Withdrawn
DDD,2013J,592287,M,South East Region,A Level or Equivalent,50-60%,0-35,1,60,N,Pass
DDD,2013J,592290,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,592295,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
DDD,2013J,592299,F,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
DDD,2013J,592310,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
DDD,2013J,592315,F,North Western Region,Lower Than A Level,0-10%,0-35,0,150,N,Pass
DDD,2013J,592317,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
DDD,2013J,592322,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
DDD,2013J,592338,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
DDD,2013J,592344,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail
DDD,2013J,592361,F,Scotland,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
DDD,2013J,592370,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,130,N,Pass
DDD,2013J,592372,F,North Region,HE Qualification,,55<=,0,60,N,Pass
DDD,2013J,592373,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,592382,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
DDD,2013J,592406,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
DDD,2013J,592407,M,North Western Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail
DDD,2013J,592422,F,Scotland,HE Qualification,30-40%,0-35,0,60,Y,Pass
DDD,2013J,592429,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass
DDD,2013J,592437,F,London Region,Lower Than A Level,50-60%,0-35,1,100,N,Withdrawn
DDD,2013J,592441,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
DDD,2013J,592444,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
DDD,2013J,592448,M,North Region,Post Graduate Qualification,,0-35,1,60,N,Pass
DDD,2013J,592450,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
DDD,2013J,592451,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
DDD,2013J,592458,F,South Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail
DDD,2013J,592465,M,North Western Region,No Formal quals,20-Oct,0-35,3,60,N,Fail
DDD,2013J,592471,M,Wales,HE Qualification,70-80%,35-55,0,60,N,Fail
DDD,2013J,592476,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
DDD,2013J,592480,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
DDD,2013J,592486,M,West Midlands Region,Lower Than A Level,60-70%,35-55,2,60,N,Withdrawn
DDD,2013J,592494,F,London Region,A Level or Equivalent,20-30%,0-35,1,180,N,Fail
DDD,2013J,592496,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
DDD,2013J,592538,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
DDD,2013J,592550,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,70,N,Fail
DDD,2013J,592558,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass
DDD,2013J,592563,F,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction
DDD,2013J,592577,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
DDD,2013J,592581,M,South West Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail
DDD,2013J,592593,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
DDD,2013J,592602,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass
DDD,2013J,592607,M,North Western Region,No Formal quals,20-Oct,0-35,0,120,N,Withdrawn
DDD,2013J,592609,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,2,120,N,Fail
DDD,2013J,592616,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
DDD,2013J,592618,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn
DDD,2013J,592624,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail
DDD,2013J,592625,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction
DDD,2013J,592631,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
DDD,2013J,592632,F,North Western Region,Lower Than A Level,20-30%,35-55,1,60,N,Pass
DDD,2013J,592634,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
DDD,2013J,592640,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
DDD,2013J,592657,F,North Western Region,A Level or Equivalent,90-100%,35-55,1,150,N,Pass
DDD,2013J,592658,M,Scotland,A Level or Equivalent,20-Oct,0-35,0,90,N,Fail
DDD,2013J,592660,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
DDD,2013J,592661,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
DDD,2013J,592666,M,South Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
DDD,2013J,592669,F,South Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass
DDD,2013J,592683,M,Wales,Lower Than A Level,20-Oct,0-35,1,60,N,Fail
DDD,2013J,592684,F,Wales,Lower Than A Level,50-60%,35-55,0,120,Y,Withdrawn
DDD,2013J,592689,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
DDD,2013J,592709,F,London Region,A Level or Equivalent,20-30%,0-35,2,60,Y,Fail
DDD,2013J,592725,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass
DDD,2013J,592731,M,South Region,A Level or Equivalent,50-60%,0-35,0,210,N,Pass
DDD,2013J,592733,M,North Western Region,Lower Than A Level,20-Oct,0-35,1,60,N,Pass
DDD,2013J,592737,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
DDD,2013J,592749,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
DDD,2013J,592756,F,Wales,Lower Than A Level,0-10%,0-35,0,90,N,Fail
DDD,2013J,592763,F,North Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn
DDD,2013J,592766,M,East Anglian Region,A Level or Equivalent,20-Oct,0-35,1,120,Y,Pass
DDD,2013J,592772,F,Wales,A Level or Equivalent,40-50%,0-35,1,120,Y,Withdrawn
DDD,2013J,592775,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
DDD,2013J,592776,M,Scotland,Lower Than A Level,80-90%,0-35,0,240,N,Withdrawn
DDD,2013J,592781,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
DDD,2013J,592787,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
DDD,2013J,592789,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
DDD,2013J,592791,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,2,70,Y,Fail
DDD,2013J,592804,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Withdrawn
DDD,2013J,592805,F,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
DDD,2013J,592810,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
DDD,2013J,592815,F,South West Region,A Level or Equivalent,0-10%,0-35,2,60,N,Withdrawn
DDD,2013J,592842,F,South East Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn
DDD,2013J,592843,F,East Midlands Region,Lower Than A Level,20-Oct,0-35,1,150,Y,Fail
DDD,2013J,592854,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
DDD,2013J,592856,M,Ireland,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
DDD,2013J,592876,M,North Western Region,A Level or Equivalent,20-30%,0-35,2,120,N,Withdrawn
DDD,2013J,592880,M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
DDD,2013J,592882,F,East Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Fail
DDD,2013J,592889,F,London Region,A Level or Equivalent,20-Oct,0-35,2,70,N,Pass
DDD,2013J,592895,F,North Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail
DDD,2013J,592899,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
DDD,2013J,592900,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass
DDD,2013J,592924,F,Scotland,HE Qualification,80-90%,35-55,1,60,N,Pass
DDD,2013J,592939,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
DDD,2013J,592949,M,West Midlands Region,No Formal quals,0-10%,0-35,1,120,N,Withdrawn
DDD,2013J,592950,M,Scotland,A Level or Equivalent,50-60%,0-35,0,150,N,Pass
DDD,2013J,592951,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
DDD,2013J,592961,M,Wales,HE Qualification,20-30%,0-35,0,120,N,Fail
DDD,2013J,592972,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
DDD,2013J,592976,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
DDD,2013J,592997,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,593000,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,165,N,Withdrawn
DDD,2013J,593004,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
DDD,2013J,593010,M,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
DDD,2013J,593013,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
DDD,2013J,593017,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
DDD,2013J,593022,F,South West Region,A Level or Equivalent,20-Oct,0-35,0,90,Y,Withdrawn
DDD,2013J,593023,M,South East Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
DDD,2013J,593038,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
DDD,2013J,593071,M,North Region,HE Qualification,,35-55,0,60,N,Pass
DDD,2013J,593075,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
DDD,2013J,593081,F,South West Region,Lower Than A Level,60-70%,35-55,1,60,N,Fail
DDD,2013J,593099,M,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass
DDD,2013J,593103,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
DDD,2013J,593104,M,London Region,Post Graduate Qualification,20-Oct,35-55,0,60,N,Withdrawn
DDD,2013J,593121,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass
DDD,2013J,593123,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,2,60,N,Pass
DDD,2013J,593127,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
DDD,2013J,593136,F,South West Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn
DDD,2013J,593139,F,London Region,Lower Than A Level,0-10%,0-35,1,180,Y,Fail
DDD,2013J,593157,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2013J,593189,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
DDD,2013J,593206,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,593220,F,South West Region,A Level or Equivalent,70-80%,35-55,1,60,N,Withdrawn
DDD,2013J,593246,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
DDD,2013J,593266,F,South Region,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn
DDD,2013J,593272,M,Wales,A Level or Equivalent,20-Oct,0-35,2,60,N,Fail
DDD,2013J,593281,M,South East Region,A Level or Equivalent,0-10%,0-35,2,60,N,Pass
DDD,2013J,593299,M,Wales,HE Qualification,40-50%,0-35,0,60,N,Pass
DDD,2013J,593303,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
DDD,2013J,593305,M,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
DDD,2013J,593320,F,Wales,HE Qualification,40-50%,35-55,1,120,N,Withdrawn
DDD,2013J,593337,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
DDD,2013J,593338,F,Scotland,HE Qualification,20-Oct,0-35,0,60,N,Fail
DDD,2013J,593345,F,South Region,Lower Than A Level,30-40%,0-35,2,120,N,Fail
DDD,2013J,593346,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,270,N,Withdrawn
DDD,2013J,593348,M,North Western Region,Lower Than A Level,50-60%,0-35,0,70,N,Fail
DDD,2013J,593362,F,North Region,Lower Than A Level,,0-35,1,300,N,Withdrawn
DDD,2013J,593373,M,North Region,Lower Than A Level,20-Oct,35-55,0,60,N,Withdrawn
DDD,2013J,593385,F,London Region,No Formal quals,50-60%,0-35,0,75,N,Pass
DDD,2013J,593400,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
DDD,2013J,593421,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,150,N,Fail
DDD,2013J,593427,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,2,120,N,Fail
DDD,2013J,593431,F,Wales,HE Qualification,20-30%,0-35,1,110,N,Withdrawn
DDD,2013J,593438,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
DDD,2013J,593440,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,60,N,Pass
DDD,2013J,593441,M,North Region,Lower Than A Level,,0-35,0,60,N,Distinction
DDD,2013J,593443,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail
DDD,2013J,593444,M,South West Region,Lower Than A Level,60-70%,0-35,2,60,N,Pass
DDD,2013J,593459,F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail
DDD,2013J,593465,F,West Midlands Region,HE Qualification,0-10%,35-55,2,60,N,Withdrawn
DDD,2013J,593475,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
DDD,2013J,593476,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
DDD,2013J,593487,F,South Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass
DDD,2013J,593492,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,593510,M,Scotland,A Level or Equivalent,80-90%,0-35,1,60,N,Fail
DDD,2013J,593511,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,Y,Withdrawn
DDD,2013J,593513,F,North Western Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass
DDD,2013J,593514,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn
DDD,2013J,593532,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
DDD,2013J,593534,M,North Western Region,Lower Than A Level,60-70%,0-35,0,80,N,Distinction
DDD,2013J,593535,F,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
DDD,2013J,593540,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail
DDD,2013J,593546,M,East Midlands Region,Lower Than A Level,20-Oct,0-35,1,180,Y,Withdrawn
DDD,2013J,593556,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
DDD,2013J,593563,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,Y,Pass
DDD,2013J,593569,M,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail
DDD,2013J,593571,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
DDD,2013J,593583,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass
DDD,2013J,593585,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Distinction
DDD,2013J,593587,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction
DDD,2013J,593593,F,North Western Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn
DDD,2013J,593594,F,London Region,A Level or Equivalent,20-Oct,0-35,0,180,N,Withdrawn
DDD,2013J,593607,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,1,150,N,Withdrawn
DDD,2013J,593613,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
DDD,2013J,593617,F,North Western Region,Lower Than A Level,0-10%,0-35,1,100,N,Pass
DDD,2013J,593631,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
DDD,2013J,593654,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,593657,F,East Anglian Region,HE Qualification,30-40%,35-55,1,150,N,Withdrawn
DDD,2013J,593658,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,1,60,N,Fail
DDD,2013J,593670,F,Yorkshire Region,A Level or Equivalent,20-Oct,0-35,0,120,N,Withdrawn
DDD,2013J,593671,M,North Region,A Level or Equivalent,,0-35,1,80,N,Pass
DDD,2013J,593681,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
DDD,2013J,593685,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
DDD,2013J,593692,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn
DDD,2013J,593694,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
DDD,2013J,593695,F,Wales,Lower Than A Level,80-90%,0-35,1,60,N,Fail
DDD,2013J,593706,M,South West Region,HE Qualification,50-60%,0-35,0,60,N,Pass
DDD,2013J,593707,F,West Midlands Region,No Formal quals,0-10%,0-35,1,70,N,Pass
DDD,2013J,593709,M,East Midlands Region,Lower Than A Level,60-70%,35-55,2,90,N,Pass
DDD,2013J,593711,M,London Region,A Level or Equivalent,20-30%,0-35,2,180,N,Pass
DDD,2013J,593712,M,Wales,Lower Than A Level,70-80%,0-35,2,60,N,Withdrawn
DDD,2013J,593715,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
DDD,2013J,593722,F,London Region,Lower Than A Level,30-40%,0-35,0,180,N,Withdrawn
DDD,2013J,593727,M,North Region,Lower Than A Level,,35-55,1,60,N,Pass
DDD,2013J,593733,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2013J,593734,M,South Region,Lower Than A Level,40-50%,0-35,2,60,N,Fail
DDD,2013J,593743,M,North Region,No Formal quals,,0-35,0,150,N,Pass
DDD,2013J,593755,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,Y,Pass
DDD,2013J,593780,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
DDD,2013J,593785,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
DDD,2013J,593787,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,Y,Distinction
DDD,2013J,593791,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail
DDD,2013J,593793,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Pass
DDD,2013J,593796,F,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass
DDD,2013J,593798,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
DDD,2013J,593819,M,South Region,Lower Than A Level,20-Oct,35-55,0,90,N,Pass
DDD,2013J,593823,F,West Midlands Region,Lower Than A Level,20-Oct,0-35,1,60,N,Fail
DDD,2013J,593840,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
DDD,2013J,593842,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,Y,Withdrawn
DDD,2013J,593845,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
DDD,2013J,593846,F,London Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
DDD,2013J,593858,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Fail
DDD,2013J,593865,F,North Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
DDD,2013J,593871,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2013J,593875,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
DDD,2013J,593896,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
DDD,2013J,593898,F,Wales,Lower Than A Level,40-50%,0-35,0,120,Y,Withdrawn
DDD,2013J,593900,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass
DDD,2013J,593903,F,London Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail
DDD,2013J,593904,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
DDD,2013J,593924,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
DDD,2013J,593930,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
DDD,2013J,593941,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
DDD,2013J,593953,M,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,Fail
DDD,2013J,593954,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Fail
DDD,2013J,593965,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass
DDD,2013J,593970,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
DDD,2013J,593972,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
DDD,2013J,593973,M,North Western Region,HE Qualification,90-100%,0-35,0,90,N,Distinction
DDD,2013J,593976,M,South West Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass
DDD,2013J,593987,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Distinction
DDD,2013J,593995,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass
DDD,2013J,594011,F,South West Region,A Level or Equivalent,20-Oct,0-35,0,60,Y,Withdrawn
DDD,2013J,594015,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
DDD,2013J,594033,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
DDD,2013J,594038,F,East Midlands Region,Lower Than A Level,50-60%,0-35,3,60,Y,Withdrawn
DDD,2013J,594043,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
DDD,2013J,594044,M,West Midlands Region,HE Qualification,60-70%,0-35,1,60,N,Pass
DDD,2013J,594048,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail
DDD,2013J,594052,F,South Region,Lower Than A Level,30-40%,0-35,1,180,Y,Withdrawn
DDD,2013J,594056,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
DDD,2013J,594057,F,South West Region,A Level or Equivalent,80-90%,0-35,1,120,N,Pass
DDD,2013J,594061,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
DDD,2013J,594065,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,90,N,Withdrawn
DDD,2013J,594071,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
DDD,2013J,594076,F,East Anglian Region,No Formal quals,70-80%,0-35,0,70,N,Withdrawn
DDD,2013J,594078,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,594079,M,South West Region,Lower Than A Level,90-100%,0-35,0,180,Y,Pass
DDD,2013J,594081,M,West Midlands Region,Lower Than A Level,40-50%,0-35,1,240,N,Withdrawn
DDD,2013J,594083,F,Ireland,A Level or Equivalent,30-40%,0-35,0,150,N,Fail
DDD,2013J,594086,F,South East Region,HE Qualification,90-100%,35-55,0,60,N,Distinction
DDD,2013J,594111,M,North Western Region,Lower Than A Level,20-Oct,0-35,0,120,N,Pass
DDD,2013J,594119,F,South East Region,Lower Than A Level,80-90%,35-55,2,60,N,Fail
DDD,2013J,594122,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
DDD,2013J,594131,M,South Region,Lower Than A Level,60-70%,0-35,0,180,N,Fail
DDD,2013J,594136,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
DDD,2013J,594139,M,Scotland,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn
DDD,2013J,594157,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,300,N,Withdrawn
DDD,2013J,594161,M,North Western Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn
DDD,2013J,594162,M,South East Region,Lower Than A Level,20-Oct,0-35,1,90,N,Fail
DDD,2013J,594164,F,North Western Region,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn
DDD,2013J,594167,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
DDD,2013J,594184,F,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
DDD,2013J,594185,M,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
DDD,2013J,594188,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass
DDD,2013J,594193,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail
DDD,2013J,594196,M,London Region,Lower Than A Level,80-90%,35-55,0,120,N,Fail
DDD,2013J,594199,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
DDD,2013J,594201,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
DDD,2013J,594205,F,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass
DDD,2013J,594208,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,594214,M,North Western Region,Lower Than A Level,20-30%,0-35,1,70,N,Fail
DDD,2013J,594221,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
