code_module,code_presentation,id_student,date_registration_int,date_registration,date_registration_key,date_unregistration_int,date_unregistration,date_unregistration_key
DDD,2013J,590699,-29,6/16/2014,1662014,,,
DDD,2013J,590701,-68,5/8/2014,852014,62,9/15/2014,1592014
DDD,2013J,590707,-38,6/7/2014,762014,,,
DDD,2013J,590711,-157,2/8/2014,822014,87,10/10/2014,10102014
DDD,2013J,590713,-74,5/2/2014,252014,,,
DDD,2013J,590714,-201,12/26/2013,26122013,-56,5/20/2014,2052014
DDD,2013J,590739,-139,2/26/2014,2622014,,,
DDD,2013J,590744,-37,6/8/2014,862014,164,12/26/2014,26122014
DDD,2013J,590749,-156,2/9/2014,922014,,,
DDD,2013J,590753,-61,5/15/2014,1552014,178,1/9/2015,912015
DDD,2013J,590758,-187,1/9/2014,912014,,,
DDD,2013J,590762,-67,5/9/2014,952014,,,
DDD,2013J,590764,-156,2/9/2014,922014,,,
DDD,2013J,590789,-46,5/30/2014,3052014,170,1/1/2015,112015
DDD,2013J,590798,-124,3/13/2014,1332014,69,9/22/2014,2292014
DDD,2013J,590811,-110,3/27/2014,2732014,,,
DDD,2013J,590812,-75,5/1/2014,152014,,,
DDD,2013J,590815,-46,5/30/2014,3052014,,,
DDD,2013J,590818,-46,5/30/2014,3052014,218,2/18/2015,1822015
DDD,2013J,590824,-74,5/2/2014,252014,-49,5/27/2014,2752014
DDD,2013J,590828,-54,5/22/2014,2252014,,,
DDD,2013J,590835,-145,2/20/2014,2022014,,,
DDD,2013J,590836,-39,6/6/2014,662014,,,
DDD,2013J,590837,-82,4/24/2014,2442014,,,
DDD,2013J,590849,-152,2/13/2014,1322014,,,
DDD,2013J,590854,-40,6/5/2014,562014,97,10/20/2014,20102014
DDD,2013J,590864,-37,6/8/2014,862014,,,
DDD,2013J,590867,-36,6/9/2014,962014,-15,6/30/2014,3062014
DDD,2013J,590870,-165,1/31/2014,3112014,,,
DDD,2013J,590877,-45,5/31/2014,3152014,,,
DDD,2013J,590881,-152,2/13/2014,1322014,164,12/26/2014,26122014
DDD,2013J,590882,-44,6/1/2014,162014,,,
DDD,2013J,590886,-86,4/20/2014,2042014,,,
DDD,2013J,590898,-96,4/10/2014,1042014,46,8/30/2014,3082014
DDD,2013J,590907,-60,5/16/2014,1652014,,,
DDD,2013J,590914,-34,6/11/2014,1162014,,,
DDD,2013J,590918,-72,5/4/2014,452014,,,
DDD,2013J,590920,-32,6/13/2014,1362014,,,
DDD,2013J,590921,-39,6/6/2014,662014,149,12/11/2014,11122014
DDD,2013J,590923,-51,5/25/2014,2552014,,,
DDD,2013J,590931,-58,5/18/2014,1852014,135,11/27/2014,27112014
DDD,2013J,590942,-37,6/8/2014,862014,,,
DDD,2013J,590951,-61,5/15/2014,1552014,,,
DDD,2013J,590961,-26,6/19/2014,1962014,,,
DDD,2013J,590970,-24,6/21/2014,2162014,,,
DDD,2013J,590974,-145,2/20/2014,2022014,,,
DDD,2013J,590980,-193,1/3/2014,312014,,,
DDD,2013J,590989,-45,5/31/2014,3152014,,,
DDD,2013J,590994,-39,6/6/2014,662014,,,
DDD,2013J,591008,-152,2/13/2014,1322014,,,
DDD,2013J,591015,-90,4/16/2014,1642014,,,
DDD,2013J,591021,-69,5/7/2014,752014,,,
DDD,2013J,591030,-191,1/5/2014,512014,9,7/24/2014,2472014
DDD,2013J,591034,-94,4/12/2014,1242014,160,12/22/2014,22122014
DDD,2013J,591055,-139,2/26/2014,2622014,,,
DDD,2013J,591057,-148,2/17/2014,1722014,,,
DDD,2013J,591071,-137,2/28/2014,2822014,49,9/2/2014,292014
DDD,2013J,591078,-193,1/3/2014,312014,-3,7/12/2014,1272014
DDD,2013J,591083,-152,2/13/2014,1322014,,,
DDD,2013J,591094,-115,3/22/2014,2232014,,,
DDD,2013J,591100,-29,6/16/2014,1662014,,,
DDD,2013J,591111,-75,5/1/2014,152014,,,
DDD,2013J,591132,-164,2/1/2014,122014,,,
DDD,2013J,591159,-54,5/22/2014,2252014,,,
DDD,2013J,591163,-16,6/29/2014,2962014,,,
DDD,2013J,591165,-61,5/15/2014,1552014,,,
DDD,2013J,591178,-89,4/17/2014,1742014,-24,6/21/2014,2162014
DDD,2013J,591179,-96,4/10/2014,1042014,,,
DDD,2013J,591193,-137,2/28/2014,2822014,,,
DDD,2013J,591198,-129,3/8/2014,832014,37,8/21/2014,2182014
DDD,2013J,591202,-54,5/22/2014,2252014,,,
DDD,2013J,591210,-148,2/17/2014,1722014,,,
DDD,2013J,591216,-54,5/22/2014,2252014,-32,6/13/2014,1362014
DDD,2013J,591219,-32,6/13/2014,1362014,,,
DDD,2013J,591223,-57,5/19/2014,1952014,,,
DDD,2013J,591225,-59,5/17/2014,1752014,,,
DDD,2013J,591230,-40,6/5/2014,562014,,,
DDD,2013J,591243,-40,6/5/2014,562014,,,
DDD,2013J,591255,-108,3/29/2014,2932014,,,
DDD,2013J,591257,-60,5/16/2014,1652014,,,
DDD,2013J,591273,-148,2/17/2014,1722014,,,
DDD,2013J,591294,-61,5/15/2014,1552014,170,1/1/2015,112015
DDD,2013J,591299,-54,5/22/2014,2252014,,,
DDD,2013J,591309,-81,4/25/2014,2542014,,,
DDD,2013J,591318,-151,2/14/2014,1422014,,,
DDD,2013J,591321,-57,5/19/2014,1952014,,,
DDD,2013J,591343,-143,2/22/2014,2222014,-120,3/17/2014,1732014
DDD,2013J,591375,-142,2/23/2014,2322014,60,9/13/2014,1392014
DDD,2013J,591388,-149,2/16/2014,1622014,,,
DDD,2013J,591394,-200,12/27/2013,27122013,,,
DDD,2013J,591398,-89,4/17/2014,1742014,,,
DDD,2013J,591403,-134,3/3/2014,332014,44,8/28/2014,2882014
DDD,2013J,591409,-94,4/12/2014,1242014,,,
DDD,2013J,591410,-45,5/31/2014,3152014,,,
DDD,2013J,591411,-107,3/30/2014,3032014,-9,7/6/2014,672014
DDD,2013J,591412,-109,3/28/2014,2832014,-66,5/10/2014,1052014
DDD,2013J,591414,-134,3/3/2014,332014,96,10/19/2014,19102014
DDD,2013J,591420,-89,4/17/2014,1742014,,,
DDD,2013J,591424,-54,5/22/2014,2252014,,,
DDD,2013J,591440,-199,12/28/2013,28122013,,,
DDD,2013J,591448,-152,2/13/2014,1322014,115,11/7/2014,7112014
DDD,2013J,591461,-38,6/7/2014,762014,,,
DDD,2013J,591464,-65,5/11/2014,1152014,41,8/25/2014,2582014
DDD,2013J,591501,-203,12/24/2013,24122013,215,2/15/2015,1522015
DDD,2013J,591516,-163,2/2/2014,222014,12,7/27/2014,2772014
DDD,2013J,591518,-40,6/5/2014,562014,,,
DDD,2013J,591523,-39,6/6/2014,662014,,,
DDD,2013J,591525,-53,5/23/2014,2352014,10,7/25/2014,2572014
DDD,2013J,591540,-73,5/3/2014,352014,,,
DDD,2013J,591547,-38,6/7/2014,762014,,,
DDD,2013J,591549,-40,6/5/2014,562014,,,
DDD,2013J,591550,-58,5/18/2014,1852014,,,
DDD,2013J,591558,-36,6/9/2014,962014,,,
DDD,2013J,591563,-75,5/1/2014,152014,,,
DDD,2013J,591566,-95,4/11/2014,1142014,,,
DDD,2013J,591574,-130,3/7/2014,732014,,,
DDD,2013J,591581,-93,4/13/2014,1342014,,,
DDD,2013J,591588,-45,5/31/2014,3152014,,,
DDD,2013J,591589,-22,6/23/2014,2362014,,,
DDD,2013J,591591,-54,5/22/2014,2252014,132,11/24/2014,24112014
DDD,2013J,591593,-97,4/9/2014,942014,,,
DDD,2013J,591602,-114,3/23/2014,2332014,,,
DDD,2013J,591608,-73,5/3/2014,352014,211,2/11/2015,1122015
DDD,2013J,591613,-40,6/5/2014,562014,,,
DDD,2013J,591619,-137,2/28/2014,2822014,107,10/30/2014,30102014
DDD,2013J,591620,-137,2/28/2014,2822014,164,12/26/2014,26122014
DDD,2013J,591638,-23,6/22/2014,2262014,,,
DDD,2013J,591648,-54,5/22/2014,2252014,,,
DDD,2013J,591650,-71,5/5/2014,552014,-52,5/24/2014,2452014
DDD,2013J,591654,-38,6/7/2014,762014,,,
DDD,2013J,591655,-38,6/7/2014,762014,,,
DDD,2013J,591661,-87,4/19/2014,1942014,,,
DDD,2013J,591671,-87,4/19/2014,1942014,,,
DDD,2013J,591677,-190,1/6/2014,612014,,,
DDD,2013J,591685,-53,5/23/2014,2352014,201,2/1/2015,122015
DDD,2013J,591692,-32,6/13/2014,1362014,,,
DDD,2013J,591694,-19,6/26/2014,2662014,,,
DDD,2013J,591695,-110,3/27/2014,2732014,,,
DDD,2013J,591719,-114,3/23/2014,2332014,,,
DDD,2013J,591721,-59,5/17/2014,1752014,87,10/10/2014,10102014
DDD,2013J,591725,-88,4/18/2014,1842014,55,9/8/2014,892014
DDD,2013J,591733,-82,4/24/2014,2442014,,,
DDD,2013J,591735,-116,3/21/2014,2132014,,,
DDD,2013J,591738,-54,5/22/2014,2252014,,,
DDD,2013J,591742,-52,5/24/2014,2452014,,,
DDD,2013J,591743,-96,4/10/2014,1042014,,,
DDD,2013J,591746,-150,2/15/2014,1522014,,,
DDD,2013J,591755,-81,4/25/2014,2542014,,,
DDD,2013J,591761,-165,1/31/2014,3112014,,,
DDD,2013J,591765,-53,5/23/2014,2352014,,,
DDD,2013J,591774,-87,4/19/2014,1942014,,,
DDD,2013J,591785,-143,2/22/2014,2222014,,,
DDD,2013J,591787,-45,5/31/2014,3152014,,,
DDD,2013J,591804,-73,5/3/2014,352014,,,
DDD,2013J,591814,-75,5/1/2014,152014,-11,7/4/2014,472014
DDD,2013J,591819,-145,2/20/2014,2022014,38,8/22/2014,2282014
DDD,2013J,591820,-143,2/22/2014,2222014,-87,4/19/2014,1942014
DDD,2013J,591822,-203,12/24/2013,24122013,,,
DDD,2013J,591837,-75,5/1/2014,152014,0,7/15/2014,1572014
DDD,2013J,591845,-124,3/13/2014,1332014,118,11/10/2014,10112014
DDD,2013J,591849,-51,5/25/2014,2552014,38,8/22/2014,2282014
DDD,2013J,591852,-59,5/17/2014,1752014,205,2/5/2015,522015
DDD,2013J,591859,-79,4/27/2014,2742014,,,
DDD,2013J,591869,-96,4/10/2014,1042014,59,9/12/2014,1292014
DDD,2013J,591872,-157,2/8/2014,822014,,,
DDD,2013J,591873,-46,5/30/2014,3052014,,,
DDD,2013J,591891,-10,7/5/2014,572014,,,
DDD,2013J,591893,-40,6/5/2014,562014,-7,7/8/2014,872014
DDD,2013J,591895,-121,3/16/2014,1632014,55,9/8/2014,892014
DDD,2013J,591912,-162,2/3/2014,322014,,,
DDD,2013J,591937,-29,6/16/2014,1662014,,,
DDD,2013J,591940,-69,5/7/2014,752014,,,
DDD,2013J,591942,-157,2/8/2014,822014,-30,6/15/2014,1562014
DDD,2013J,591944,-163,2/2/2014,222014,103,10/26/2014,26102014
DDD,2013J,591946,-36,6/9/2014,962014,-5,7/10/2014,1072014
DDD,2013J,591958,-199,12/28/2013,28122013,,,
DDD,2013J,591975,-44,6/1/2014,162014,114,11/6/2014,6112014
DDD,2013J,591978,-205,12/22/2013,22122013,,,
DDD,2013J,591980,-26,6/19/2014,1962014,,,
DDD,2013J,591986,101,10/24/2014,24102014,,,
DDD,2013J,591995,-45,5/31/2014,3152014,123,11/15/2014,15112014
DDD,2013J,591999,-79,4/27/2014,2742014,,,
DDD,2013J,592001,-45,5/31/2014,3152014,,,
DDD,2013J,592002,-80,4/26/2014,2642014,142,12/4/2014,4122014
DDD,2013J,592003,-12,7/3/2014,372014,-11,7/4/2014,472014
DDD,2013J,592007,-150,2/15/2014,1522014,23,8/7/2014,782014
DDD,2013J,592014,-30,6/15/2014,1562014,171,1/2/2015,212015
DDD,2013J,592043,-131,3/6/2014,632014,88,10/11/2014,11102014
DDD,2013J,592047,-59,5/17/2014,1752014,207,2/7/2015,722015
DDD,2013J,592051,-158,2/7/2014,722014,-25,6/20/2014,2062014
DDD,2013J,592056,-94,4/12/2014,1242014,-7,7/8/2014,872014
DDD,2013J,592059,-113,3/24/2014,2432014,,,
DDD,2013J,592080,-73,5/3/2014,352014,0,7/15/2014,1572014
DDD,2013J,592081,-123,3/14/2014,1432014,52,9/5/2014,592014
DDD,2013J,592090,-19,6/26/2014,2662014,5,7/20/2014,2072014
DDD,2013J,592092,-36,6/9/2014,962014,,,
DDD,2013J,592093,-82,4/24/2014,2442014,,,
DDD,2013J,592124,-173,1/23/2014,2312014,,,
DDD,2013J,592127,-114,3/23/2014,2332014,,,
DDD,2013J,592135,-113,3/24/2014,2432014,0,7/15/2014,1572014
DDD,2013J,592139,-74,5/2/2014,252014,,,
DDD,2013J,592142,-201,12/26/2013,26122013,,,
DDD,2013J,592147,-32,6/13/2014,1362014,-1,7/14/2014,1472014
DDD,2013J,592151,-145,2/20/2014,2022014,,,
DDD,2013J,592158,-152,2/13/2014,1322014,,,
DDD,2013J,592168,-67,5/9/2014,952014,164,12/26/2014,26122014
DDD,2013J,592172,-23,6/22/2014,2262014,,,
DDD,2013J,592173,-54,5/22/2014,2252014,,,
DDD,2013J,592189,-25,6/20/2014,2062014,,,
DDD,2013J,592190,-74,5/2/2014,252014,,,
DDD,2013J,592193,-170,1/26/2014,2612014,,,
DDD,2013J,592203,-135,3/2/2014,232014,,,
DDD,2013J,592205,-78,4/28/2014,2842014,,,
DDD,2013J,592206,-150,2/15/2014,1522014,,,
DDD,2013J,592214,-2,7/13/2014,1372014,233,3/5/2015,532015
DDD,2013J,592218,-69,5/7/2014,752014,,,
DDD,2013J,592220,-184,1/12/2014,1212014,-43,6/2/2014,262014
DDD,2013J,592221,-36,6/9/2014,962014,,,
DDD,2013J,592233,-51,5/25/2014,2552014,-2,7/13/2014,1372014
DDD,2013J,592245,-86,4/20/2014,2042014,,,
DDD,2013J,592248,-52,5/24/2014,2452014,,,
DDD,2013J,592250,-53,5/23/2014,2352014,,,
DDD,2013J,592252,-35,6/10/2014,1062014,,,
DDD,2013J,592256,-32,6/13/2014,1362014,207,2/7/2015,722015
DDD,2013J,592258,-54,5/22/2014,2252014,,,
DDD,2013J,592259,-187,1/9/2014,912014,-5,7/10/2014,1072014
DDD,2013J,592262,-44,6/1/2014,162014,,,
DDD,2013J,592272,-85,4/21/2014,2142014,233,3/5/2015,532015
DDD,2013J,592284,-38,6/7/2014,762014,68,9/21/2014,2192014
DDD,2013J,592287,-29,6/16/2014,1662014,,,
DDD,2013J,592290,-45,5/31/2014,3152014,,,
DDD,2013J,592295,-53,5/23/2014,2352014,,,
DDD,2013J,592299,-87,4/19/2014,1942014,,,
DDD,2013J,592310,-45,5/31/2014,3152014,,,
DDD,2013J,592315,-54,5/22/2014,2252014,,,
DDD,2013J,592317,-164,2/1/2014,122014,,,
DDD,2013J,592322,-199,12/28/2013,28122013,83,10/6/2014,6102014
DDD,2013J,592338,-68,5/8/2014,852014,,,
DDD,2013J,592344,-19,6/26/2014,2662014,101,10/24/2014,24102014
DDD,2013J,592361,-65,5/11/2014,1152014,51,9/4/2014,492014
DDD,2013J,592370,-39,6/6/2014,662014,,,
DDD,2013J,592372,-141,2/24/2014,2422014,,,
DDD,2013J,592373,-74,5/2/2014,252014,123,11/15/2014,15112014
DDD,2013J,592382,-96,4/10/2014,1042014,,,
DDD,2013J,592406,-190,1/6/2014,612014,23,8/7/2014,782014
DDD,2013J,592407,-73,5/3/2014,352014,,,
DDD,2013J,592422,-177,1/19/2014,1912014,,,
DDD,2013J,592429,-71,5/5/2014,552014,,,
DDD,2013J,592437,-127,3/10/2014,1032014,,,
DDD,2013J,592441,-38,6/7/2014,762014,205,2/5/2015,522015
DDD,2013J,592444,-82,4/24/2014,2442014,,,
DDD,2013J,592448,-43,6/2/2014,262014,,,
DDD,2013J,592450,-36,6/9/2014,962014,,,
DDD,2013J,592451,-81,4/25/2014,2542014,87,10/10/2014,10102014
DDD,2013J,592458,-115,3/22/2014,2232014,,,
DDD,2013J,592465,-39,6/6/2014,662014,,,
DDD,2013J,592471,-169,1/27/2014,2712014,,,
DDD,2013J,592476,-44,6/1/2014,162014,,,
DDD,2013J,592480,-49,5/27/2014,2752014,,,
DDD,2013J,592486,-184,1/12/2014,1212014,60,9/13/2014,1392014
DDD,2013J,592494,-110,3/27/2014,2732014,88,10/11/2014,11102014
DDD,2013J,592496,-117,3/20/2014,2032014,,,
DDD,2013J,592538,6,7/21/2014,2172014,167,12/29/2014,29122014
DDD,2013J,592550,-39,6/6/2014,662014,,,
DDD,2013J,592558,-54,5/22/2014,2252014,9,7/24/2014,2472014
DDD,2013J,592563,-36,6/9/2014,962014,,,
DDD,2013J,592577,-187,1/9/2014,912014,-2,7/13/2014,1372014
DDD,2013J,592581,-122,3/15/2014,1532014,,,
DDD,2013J,592593,-130,3/7/2014,732014,,,
DDD,2013J,592602,-171,1/25/2014,2512014,,,
DDD,2013J,592607,-199,12/28/2013,28122013,,,
DDD,2013J,592609,-121,3/16/2014,1632014,86,10/9/2014,9102014
DDD,2013J,592616,-54,5/22/2014,2252014,230,3/2/2015,232015
DDD,2013J,592618,-172,1/24/2014,2412014,0,7/15/2014,1572014
DDD,2013J,592624,-131,3/6/2014,632014,0,7/15/2014,1572014
DDD,2013J,592625,-31,6/14/2014,1462014,-8,7/7/2014,772014
DDD,2013J,592631,-71,5/5/2014,552014,,,
DDD,2013J,592632,-45,5/31/2014,3152014,233,3/5/2015,532015
DDD,2013J,592634,-141,2/24/2014,2422014,,,
DDD,2013J,592640,-201,12/26/2013,26122013,0,7/15/2014,1572014
DDD,2013J,592657,-29,6/16/2014,1662014,,,
DDD,2013J,592658,-117,3/20/2014,2032014,,,
DDD,2013J,592660,-45,5/31/2014,3152014,,,
DDD,2013J,592661,-44,6/1/2014,162014,,,
DDD,2013J,592666,-148,2/17/2014,1722014,,,
DDD,2013J,592669,-39,6/6/2014,662014,,,
DDD,2013J,592683,-65,5/11/2014,1152014,,,
DDD,2013J,592684,-127,3/10/2014,1032014,,,
DDD,2013J,592689,-99,4/7/2014,742014,121,11/13/2014,13112014
DDD,2013J,592709,-61,5/15/2014,1552014,,,
DDD,2013J,592725,-101,4/5/2014,542014,,,
DDD,2013J,592731,-61,5/15/2014,1552014,,,
DDD,2013J,592733,-64,5/12/2014,1252014,,,
DDD,2013J,592737,-38,6/7/2014,762014,53,9/6/2014,692014
DDD,2013J,592749,-36,6/9/2014,962014,,,
DDD,2013J,592756,-95,4/11/2014,1142014,180,1/11/2015,1112015
DDD,2013J,592763,-68,5/8/2014,852014,153,12/15/2014,15122014
DDD,2013J,592766,-110,3/27/2014,2732014,,,
DDD,2013J,592772,-68,5/8/2014,852014,88,10/11/2014,11102014
DDD,2013J,592775,-141,2/24/2014,2422014,,,
DDD,2013J,592776,-43,6/2/2014,262014,-6,7/9/2014,972014
DDD,2013J,592781,-45,5/31/2014,3152014,139,12/1/2014,1122014
DDD,2013J,592787,-205,12/22/2013,22122013,-11,7/4/2014,472014
DDD,2013J,592789,-199,12/28/2013,28122013,,,
DDD,2013J,592791,-65,5/11/2014,1152014,,,
DDD,2013J,592804,-103,4/3/2014,342014,,,
DDD,2013J,592805,-39,6/6/2014,662014,,,
DDD,2013J,592810,-29,6/16/2014,1662014,,,
DDD,2013J,592815,-39,6/6/2014,662014,211,2/11/2015,1122015
DDD,2013J,592842,-59,5/17/2014,1752014,,,
DDD,2013J,592843,-32,6/13/2014,1362014,,,
DDD,2013J,592854,-58,5/18/2014,1852014,,,
DDD,2013J,592856,-67,5/9/2014,952014,42,8/26/2014,2682014
DDD,2013J,592876,-100,4/6/2014,642014,,,
DDD,2013J,592880,-86,4/20/2014,2042014,,,
DDD,2013J,592882,-23,6/22/2014,2262014,,,
DDD,2013J,592889,-37,6/8/2014,862014,,,
DDD,2013J,592895,-200,12/27/2013,27122013,30,8/14/2014,1482014
DDD,2013J,592899,-34,6/11/2014,1162014,,,
DDD,2013J,592900,-58,5/18/2014,1852014,143,12/5/2014,5122014
DDD,2013J,592924,-162,2/3/2014,322014,,,
DDD,2013J,592939,-30,6/15/2014,1562014,,,
DDD,2013J,592949,-71,5/5/2014,552014,,,
DDD,2013J,592950,-163,2/2/2014,222014,,,
DDD,2013J,592951,-79,4/27/2014,2742014,115,11/7/2014,7112014
DDD,2013J,592961,-36,6/9/2014,962014,88,10/11/2014,11102014
DDD,2013J,592972,-34,6/11/2014,1162014,,,
DDD,2013J,592976,-67,5/9/2014,952014,,,
DDD,2013J,592997,-82,4/24/2014,2442014,,,
DDD,2013J,593000,-134,3/3/2014,332014,-121,3/16/2014,1632014
DDD,2013J,593004,-33,6/12/2014,1262014,,,
DDD,2013J,593010,-37,6/8/2014,862014,223,2/23/2015,2322015
DDD,2013J,593013,-102,4/4/2014,442014,220,2/20/2015,2022015
DDD,2013J,593017,-64,5/12/2014,1252014,,,
DDD,2013J,593022,-39,6/6/2014,662014,,,
DDD,2013J,593023,-22,6/23/2014,2362014,0,7/15/2014,1572014
DDD,2013J,593038,-137,2/28/2014,2822014,,,
DDD,2013J,593071,-19,6/26/2014,2662014,181,1/12/2015,1212015
DDD,2013J,593075,-25,6/20/2014,2062014,,,
DDD,2013J,593081,-145,2/20/2014,2022014,,,
DDD,2013J,593099,-143,2/22/2014,2222014,,,
DDD,2013J,593103,-38,6/7/2014,762014,,,
DDD,2013J,593104,-171,1/25/2014,2512014,,,
DDD,2013J,593121,-191,1/5/2014,512014,,,
DDD,2013J,593123,-199,12/28/2013,28122013,90,10/13/2014,13102014
DDD,2013J,593127,-173,1/23/2014,2312014,,,
DDD,2013J,593136,-121,3/16/2014,1632014,30,8/14/2014,1482014
DDD,2013J,593139,-38,6/7/2014,762014,,,
DDD,2013J,593157,-58,5/18/2014,1852014,,,
DDD,2013J,593189,-129,3/8/2014,832014,,,
DDD,2013J,593206,-202,12/25/2013,25122013,112,11/4/2014,4112014
DDD,2013J,593220,-29,6/16/2014,1662014,,,
DDD,2013J,593246,-87,4/19/2014,1942014,0,7/15/2014,1572014
DDD,2013J,593266,-56,5/20/2014,2052014,129,11/21/2014,21112014
DDD,2013J,593272,-60,5/16/2014,1652014,,,
DDD,2013J,593281,-148,2/17/2014,1722014,0,7/15/2014,1572014
DDD,2013J,593299,-156,2/9/2014,922014,,,
DDD,2013J,593303,-72,5/4/2014,452014,86,10/9/2014,9102014
DDD,2013J,593305,-130,3/7/2014,732014,45,8/29/2014,2982014
DDD,2013J,593320,-130,3/7/2014,732014,,,
DDD,2013J,593337,-68,5/8/2014,852014,,,
DDD,2013J,593338,-89,4/17/2014,1742014,215,2/15/2015,1522015
DDD,2013J,593345,-24,6/21/2014,2162014,,,
DDD,2013J,593346,-38,6/7/2014,762014,,,
DDD,2013J,593348,-37,6/8/2014,862014,,,
DDD,2013J,593362,-148,2/17/2014,1722014,-95,4/11/2014,1142014
DDD,2013J,593373,-39,6/6/2014,662014,38,8/22/2014,2282014
DDD,2013J,593385,-191,1/5/2014,512014,-142,2/23/2014,2322014
DDD,2013J,593400,-106,3/31/2014,3132014,158,12/20/2014,20122014
DDD,2013J,593421,-82,4/24/2014,2442014,,,
DDD,2013J,593427,-165,1/31/2014,3112014,,,
DDD,2013J,593431,-51,5/25/2014,2552014,,,
DDD,2013J,593438,-199,12/28/2013,28122013,-89,4/17/2014,1742014
DDD,2013J,593440,-151,2/14/2014,1422014,,,
DDD,2013J,593441,-39,6/6/2014,662014,232,3/4/2015,432015
DDD,2013J,593443,-32,6/13/2014,1362014,,,
DDD,2013J,593444,-137,2/28/2014,2822014,5,7/20/2014,2072014
DDD,2013J,593459,-39,6/6/2014,662014,,,
DDD,2013J,593465,-70,5/6/2014,652014,30,8/14/2014,1482014
DDD,2013J,593475,-151,2/14/2014,1422014,,,
DDD,2013J,593476,-16,6/29/2014,2962014,,,
DDD,2013J,593487,-173,1/23/2014,2312014,,,
DDD,2013J,593492,-64,5/12/2014,1252014,,,
DDD,2013J,593510,-109,3/28/2014,2832014,,,
DDD,2013J,593511,-23,6/22/2014,2262014,,,
DDD,2013J,593513,-187,1/9/2014,912014,166,12/28/2014,28122014
DDD,2013J,593514,-185,1/11/2014,1112014,,,
DDD,2013J,593532,-43,6/2/2014,262014,206,2/6/2015,622015
DDD,2013J,593534,-29,6/16/2014,1662014,,,
DDD,2013J,593535,-101,4/5/2014,542014,,,
DDD,2013J,593540,-59,5/17/2014,1752014,,,
DDD,2013J,593546,-26,6/19/2014,1962014,,,
DDD,2013J,593556,-43,6/2/2014,262014,,,
DDD,2013J,593563,-86,4/20/2014,2042014,115,11/7/2014,7112014
DDD,2013J,593569,-73,5/3/2014,352014,,,
DDD,2013J,593571,-82,4/24/2014,2442014,,,
DDD,2013J,593583,-124,3/13/2014,1332014,,,
DDD,2013J,593585,-73,5/3/2014,352014,,,
DDD,2013J,593587,-50,5/26/2014,2652014,,,
DDD,2013J,593593,-81,4/25/2014,2542014,,,
DDD,2013J,593594,-192,1/4/2014,412014,,,
DDD,2013J,593607,-192,1/4/2014,412014,,,
DDD,2013J,593613,-50,5/26/2014,2652014,,,
DDD,2013J,593617,-56,5/20/2014,2052014,10,7/25/2014,2572014
DDD,2013J,593631,-90,4/16/2014,1642014,,,
DDD,2013J,593654,-53,5/23/2014,2352014,,,
DDD,2013J,593657,-114,3/23/2014,2332014,,,
DDD,2013J,593658,-107,3/30/2014,3032014,,,
DDD,2013J,593670,-45,5/31/2014,3152014,,,
DDD,2013J,593671,-29,6/16/2014,1662014,,,
DDD,2013J,593681,-176,1/20/2014,2012014,,,
DDD,2013J,593685,-67,5/9/2014,952014,173,1/4/2015,412015
DDD,2013J,593692,-39,6/6/2014,662014,,,
DDD,2013J,593694,-32,6/13/2014,1362014,,,
DDD,2013J,593695,-148,2/17/2014,1722014,,,
DDD,2013J,593706,-157,2/8/2014,822014,,,
DDD,2013J,593707,-143,2/22/2014,2222014,123,11/15/2014,15112014
DDD,2013J,593709,-35,6/10/2014,1062014,169,12/31/2014,31122014
DDD,2013J,593711,-122,3/15/2014,1532014,,,
DDD,2013J,593712,-53,5/23/2014,2352014,,,
DDD,2013J,593715,-59,5/17/2014,1752014,,,
DDD,2013J,593722,-78,4/28/2014,2842014,58,9/11/2014,1192014
DDD,2013J,593727,-39,6/6/2014,662014,163,12/25/2014,25122014
DDD,2013J,593733,-52,5/24/2014,2452014,,,
DDD,2013J,593734,-53,5/23/2014,2352014,,,
DDD,2013J,593743,-87,4/19/2014,1942014,,,
DDD,2013J,593755,-45,5/31/2014,3152014,,,
DDD,2013J,593780,-86,4/20/2014,2042014,76,9/29/2014,2992014
DDD,2013J,593785,-87,4/19/2014,1942014,,,
DDD,2013J,593787,-179,1/17/2014,1712014,,,
DDD,2013J,593791,-39,6/6/2014,662014,-25,6/20/2014,2062014
DDD,2013J,593793,-198,12/29/2013,29122013,-44,6/1/2014,162014
DDD,2013J,593796,-52,5/24/2014,2452014,,,
DDD,2013J,593798,-59,5/17/2014,1752014,,,
DDD,2013J,593819,-87,4/19/2014,1942014,-50,5/26/2014,2652014
DDD,2013J,593823,-198,12/29/2013,29122013,,,
DDD,2013J,593840,-29,6/16/2014,1662014,,,
DDD,2013J,593842,-103,4/3/2014,342014,102,10/25/2014,25102014
DDD,2013J,593845,-65,5/11/2014,1152014,233,3/5/2015,532015
DDD,2013J,593846,-115,3/22/2014,2232014,,,
DDD,2013J,593858,-33,6/12/2014,1262014,103,10/26/2014,26102014
DDD,2013J,593865,24,8/8/2014,882014,,,
DDD,2013J,593871,-18,6/27/2014,2762014,,,
DDD,2013J,593875,-183,1/13/2014,1312014,,,
DDD,2013J,593896,-151,2/14/2014,1422014,,,
DDD,2013J,593898,-38,6/7/2014,762014,,,
DDD,2013J,593900,-33,6/12/2014,1262014,,,
DDD,2013J,593903,-56,5/20/2014,2052014,,,
DDD,2013J,593904,-176,1/20/2014,2012014,,,
